Peer39 Category,Category ID
OTT-CTV : Content Type : Cable_TV-Channel : Vremya,61117
OTT-CTV : Content Type : Cable_TV-Channel : VRV,61133
OTT-CTV : Content Type : Cable_TV-Channel : VSiN,68744
OTT-CTV : Content Type : Cable_TV-Channel : Waidwerk,61149
OTT-CTV : Content Type : Cable_TV-Channel : Wakanim,61165
OTT-CTV : Content Type : Cable_TV-Channel : Watch Live Tv Channels,61181
OTT-CTV : Content Type : Cable_TV-Channel : Watch OWN,68770
OTT-CTV : Content Type : Cable_TV-Channel : WatchFreeDocumentaryFlix,61197
OTT-CTV : Content Type : Cable_TV-Channel : WatchFreeFlix,68778
OTT-CTV : Content Type : Cable_TV-Channel : watchJojo,61213
OTT-CTV : Content Type : Cable_TV-Channel : WatchMojo,61229
OTT-CTV : Content Type : Cable_TV-Channel : WatchWPT,68786
OTT-CTV : Content Type : Cable_TV-Channel : WaypointTV,68794
OTT-CTV : Content Type : Cable_TV-Channel : WCPO 9 News,61245
OTT-CTV : Content Type : Cable_TV-Channel : WE tv,68802
OTT-CTV : Content Type : Cable_TV-Channel : WeatherNation,68810
OTT-CTV : Content Type : Cable_TV-Channel : WeatherSpy,68818
OTT-CTV : Content Type : Cable_TV-Channel : Western Mania - Classic Westerns Movies & TV Shows,61261
OTT-CTV : Content Type : Cable_TV-Channel : WFTS,68826
OTT-CTV : Content Type : Cable_TV-Channel : WGN America,61277
OTT-CTV : Content Type : Cable_TV-Channel : WhaleRock Tested,68834
OTT-CTV : Content Type : Cable_TV-Channel : What To Watch on Fire TV,61293
OTT-CTV : Content Type : Cable_TV-Channel : Wicked Horror TV,61309
OTT-CTV : Content Type : Cable_TV-Channel : Wiener Staatsoper,61325
OTT-CTV : Content Type : Cable_TV-Channel : Wild World,68842
OTT-CTV : Content Type : Cable_TV-Channel : Willow TV Channel,61341
OTT-CTV : Content Type : Cable_TV-Channel : World Fishing Network,68850
OTT-CTV : Content Type : Cable_TV-Channel : World Harvest Television,61357
OTT-CTV : Content Type : Cable_TV-Channel : World Punjabi,61373
OTT-CTV : Content Type : Cable_TV-Channel : WorldstarHipHop,68858
OTT-CTV : Content Type : Cable_TV-Channel : Wotchit,68866
OTT-CTV : Content Type : Cable_TV-Channel : WOW Presents Plus,61389
OTT-CTV : Content Type : Cable_TV-Channel : WPSN,61405
OTT-CTV : Content Type : Cable_TV-Channel : WPTV,68874
OTT-CTV : Content Type : Cable_TV-Channel : WPTZ,68882
OTT-CTV : Content Type : Cable_TV-Channel : WSAZ News,68890
OTT-CTV : Content Type : Cable_TV-Channel : WSL,68898
OTT-CTV : Content Type : Cable_TV-Channel : Wu Tang Collection,61421
OTT-CTV : Content Type : Cable_TV-Channel : WWE,61437
OTT-CTV : Content Type : Cable_TV-Channel : WXYZ Detroit,61453
OTT-CTV : Content Type : Cable_TV-Channel : WYFF,68906
OTT-CTV : Content Type : Cable_TV-Channel : XITE,68914
OTT-CTV : Content Type : Cable_TV-Channel : XOD NETWORK,61469
OTT-CTV : Content Type : Cable_TV-Channel : Xplore,61485
OTT-CTV : Content Type : Cable_TV-Channel : YES,61501
OTT-CTV : Content Type : Cable_TV-Channel : Yippee,61519
OTT-CTV : Content Type : Cable_TV-Channel : YO TV,61533
OTT-CTV : Content Type : Cable_TV-Channel : Yogamour,61549
OTT-CTV : Content Type : Cable_TV-Channel : YouTube Kids,61565
OTT-CTV : Content Type : Cable_TV-Channel : YTN,61581
OTT-CTV : Content Type : Cable_TV-Channel : yuyu TV,68922
OTT-CTV : Content Type : Cable_TV-Channel : ZeeMarathi,68946
OTT-CTV : Content Type : Cable_TV-Channel : ZicZic Supers Songs,68930
OTT-CTV : Content Type : Cable_TV-Channel : Zodiac,68938
OTT-CTV : Content Type : Cable_TV-Channel : ZooMoo,61597
OTT-CTV : Content Type : Clips_Video-Sharing,63434
OTT-CTV : Content Type : Clips_Video-Sharing : PetCollective,63450
OTT-CTV : Content Type : Movies,63442
OTT-CTV : Device_Platform,62479
OTT-CTV : Device_Platform : CTV,63322
OTT-CTV : Device_Platform : CTV : AirTV,63370
OTT-CTV : Device_Platform : CTV : AmazonFireTV,63362
OTT-CTV : Device_Platform : CTV : AppleTV,63354
OTT-CTV : Device_Platform : CTV : Chromecast,63378
OTT-CTV : Device_Platform : CTV : PlayStation,63386
OTT-CTV : Device_Platform : CTV : Roku,63394
OTT-CTV : Device_Platform : CTV : SamsungTV,63402
OTT-CTV : Device_Platform : CTV : Tivo,63410
OTT-CTV : Device_Platform : CTV : Vizio,63418
OTT-CTV : Device_Platform : CTV : XBox,63426
OTT-CTV : Device_Platform : Laptop,63346
OTT-CTV : Device_Platform : SmartPhone,63338
OTT-CTV : Device_Platform : Tablet,63330
OTT-CTV : OTT-CTV Service,61611
OTT-CTV : OTT-CTV Service : 6play,61637
OTT-CTV : OTT-CTV Service : 7Plus,63138
OTT-CTV : OTT-CTV Service : 24 Flix,61621
OTT-CTV : OTT-CTV Service : aha,62165
OTT-CTV : OTT-CTV Service : AiryTV,61653
OTT-CTV : OTT-CTV Service : Amazon Prime Video,61669
OTT-CTV : OTT-CTV Service : AppleTV,62387
OTT-CTV : OTT-CTV Service : AT&T,63146
OTT-CTV : OTT-CTV Service : Atresplayer,61685
OTT-CTV : OTT-CTV Service : Bein Sports,61701
OTT-CTV : OTT-CTV Service : bouygues TV,62181
OTT-CTV : OTT-CTV Service : Cablesat America,61717
OTT-CTV : OTT-CTV Service : Crackle,63162
OTT-CTV : OTT-CTV Service : DIRECTV,63154
OTT-CTV : OTT-CTV Service : DisneyPlus,63170
OTT-CTV : OTT-CTV Service : Filmo TV,61733
OTT-CTV : OTT-CTV Service : Foxtel Now,63178
OTT-CTV : OTT-CTV Service : France TV,61749
OTT-CTV : OTT-CTV Service : FuboTV,63186
OTT-CTV : OTT-CTV Service : Helix TV,61765
OTT-CTV : OTT-CTV Service : Hulu,63194
OTT-CTV : OTT-CTV Service : ICI TOU TV,61781
OTT-CTV : OTT-CTV Service : Kartina TV,61797
OTT-CTV : OTT-CTV Service : Mitele,61829
OTT-CTV : OTT-CTV Service : Molotov TV,61845
OTT-CTV : OTT-CTV Service : MyCanal,61861
OTT-CTV : OTT-CTV Service : MYTF1,61813
OTT-CTV : OTT-CTV Service : Netzkino,61887
OTT-CTV : OTT-CTV Service : NRJ Play,61877
OTT-CTV : OTT-CTV Service : OCS,61909
OTT-CTV : OTT-CTV Service : Philo,63202
OTT-CTV : OTT-CTV Service : Plex,63210
OTT-CTV : OTT-CTV Service : PlutoTV,63218
OTT-CTV : OTT-CTV Service : Pongalo,62229
OTT-CTV : OTT-CTV Service : popcornflix,63226
OTT-CTV : OTT-CTV Service : PTC PLAY,61925
OTT-CTV : OTT-CTV Service : Rakuten VIKI,63234
OTT-CTV : OTT-CTV Service : Redbox,63242
OTT-CTV : OTT-CTV Service : RMC Sport,61941
OTT-CTV : OTT-CTV Service : Salto,61989
OTT-CTV : OTT-CTV Service : Samsung TV plus,62005
OTT-CTV : OTT-CTV Service : SFR TV,61957
OTT-CTV : OTT-CTV Service : Sling,63250
OTT-CTV : OTT-CTV Service : STARZPLAY,61973
OTT-CTV : OTT-CTV Service : Stirr,68288
OTT-CTV : OTT-CTV Service : TeleCentro,62085
OTT-CTV : OTT-CTV Service : TFC,62021
OTT-CTV : OTT-CTV Service : Tivo,63274
OTT-CTV : OTT-CTV Service : TNT FLASH TV,62037
OTT-CTV : OTT-CTV Service : TubiTV,63266
OTT-CTV : OTT-CTV Service : TV dorange,62053
OTT-CTV : OTT-CTV Service : TV5Monde,62069
OTT-CTV : OTT-CTV Service : Verizon,62197
OTT-CTV : OTT-CTV Service : VIDEOFUTUR,62101
OTT-CTV : OTT-CTV Service : Viet Channels,62117
OTT-CTV : OTT-CTV Service : VUit,68128
OTT-CTV : OTT-CTV Service : waipuTV,62213
OTT-CTV : OTT-CTV Service : Watch it,62133
OTT-CTV : OTT-CTV Service : Wiseplay,62149
OTT-CTV : OTT-CTV Service : Xfinity,63282
OTT-CTV : OTT-CTV Service : Xumo,63306
OTT-CTV : OTT-CTV Service : YouTube_TV,63258
OTT-CTV : OTT-CTV Service : YuppTV,63314
OTT-CTV : OTT-CTV Service : Zattoo,63298
OTT-CTV : Production Type,62495
OTT-CTV : Production Type : Mixed,63106
OTT-CTV : Production Type : Professional,63114
OTT-CTV : Production Type : Prosumer,63122
OTT-CTV : Production Type : UserGenerated_Contributed,63130
OTT-CTV : Revenue Model,62491
OTT-CTV : Revenue Model : AVOD,63082
OTT-CTV : Revenue Model : SVOD,63090
OTT-CTV : Revenue Model : TVOD,63098
Planalytics,71693
Planalytics : After Sun Care,71724
Planalytics : After Sun Care : Buy,71732
Planalytics : After Sun Care : Strong Buy,71740
Planalytics : Air Conditioners,71748
Planalytics : Air Conditioners : Buy,71765
Planalytics : Air Conditioners : Strong Buy,71756
Planalytics : Air Fresheners,71772
Planalytics : Air Fresheners : Buy,71788
Planalytics : Air Fresheners : Strong Buy,71780
Planalytics : All Purpose Soil,71796
Planalytics : All Purpose Soil : Buy,71812
Planalytics : All Purpose Soil : Strong Buy,71804
Planalytics : Ant & Roach,71841
Planalytics : Ant & Roach : Buy,71857
Planalytics : Ant & Roach : Strong Buy,71850
Planalytics : Ant Sprays & Traps,76147
Planalytics : Ant Sprays & Traps : Buy,76187
Planalytics : Ant Sprays & Traps : Strong Buy,76163
Planalytics : Antifreeze,71865
Planalytics : Antifreeze : Buy,71881
Planalytics : Antifreeze : Strong Buy,71873
Planalytics : Apparel Outlets Traffic,71889
Planalytics : Apparel Outlets Traffic : Buy,71910
Planalytics : Apparel Outlets Traffic : Strong Buy,71897
Planalytics : Automotive,71913
Planalytics : Automotive : Buy,71929
Planalytics : Automotive : Strong Buy,71921
Planalytics : Automotive Conventional Oil,72749
Planalytics : Automotive Conventional Oil : Buy,72765
Planalytics : Automotive Conventional Oil : Strong Buy,72757
Planalytics : Automotive Oil,76131
Planalytics : Automotive Oil : Buy,76139
Planalytics : Automotive Oil : Strong Buy,76155
Planalytics : Automotive Synthetic Blend Oil,76219
Planalytics : Automotive Synthetic Blend Oil : Buy,77280
Planalytics : Automotive Synthetic Blend Oil : Strong Buy,77258
Planalytics : Automotive Synthetic Oil,76211
Planalytics : Automotive Synthetic Oil : Buy,76259
Planalytics : Automotive Synthetic Oil : Strong Buy,76227
Planalytics : Automotive Washer Fluid,76204
Planalytics : Automotive Washer Fluid : Buy,76251
Planalytics : Automotive Washer Fluid : Strong Buy,76235
Planalytics : Automotive Wheel & Tire Care,76171
Planalytics : Automotive Wheel & Tire Care : Buy,76275
Planalytics : Automotive Wheel & Tire Care : Strong Buy,76195
Planalytics : Baby Rehydration Popsicle,76179
Planalytics : Baby Rehydration Popsicle : Buy,76267
Planalytics : Baby Rehydration Popsicle : Strong Buy,76243
Planalytics : Bacon,71937
Planalytics : Bacon : Buy,71953
Planalytics : Bacon : Strong Buy,71945
Planalytics : Baked Beans,71961
Planalytics : Baked Beans : Buy,71977
Planalytics : Baked Beans : Strong Buy,71974
Planalytics : Baked Goods,71985
Planalytics : Baked Goods : Buy,72001
Planalytics : Baked Goods : Strong Buy,71993
Planalytics : Batteries & Accessories,72009
Planalytics : Batteries & Accessories : Buy,72025
Planalytics : Batteries & Accessories : Strong Buy,72017
Planalytics : Beer,72057
Planalytics : Beer : Buy,72065
Planalytics : Beer : Strong Buy,72073
Planalytics : Beer & Malt Beverages,72081
Planalytics : Beer & Malt Beverages : Buy,72097
Planalytics : Beer & Malt Beverages : Strong Buy,72089
Planalytics : Bicycles,72105
Planalytics : Bicycles : Buy,72122
Planalytics : Bicycles : Strong Buy,72114
Planalytics : Bird Seed,72131
Planalytics : Bird Seed : Buy,72147
Planalytics : Bird Seed : Strong Buy,72155
Planalytics : Black Beans,72139
Planalytics : Black Beans : Buy,72179
Planalytics : Black Beans : Strong Buy,72171
Planalytics : Boots,72163
Planalytics : Boots : Buy,72187
Planalytics : Boots : Strong Buy,72195
Planalytics : Bottled Water,72227
Planalytics : Bottled Water : Buy,72243
Planalytics : Bottled Water : Strong Buy,72235
"Planalytics : Boullion, Broth, Stock",72251
"Planalytics : Boullion, Broth, Stock : Buy",72267
"Planalytics : Boullion, Broth, Stock : Strong Buy",72259
Planalytics : Bread,72275
Planalytics : Bread : Buy,72291
Planalytics : Bread : Strong Buy,72283
Planalytics : Cake,72299
Planalytics : Cake : Buy,72315
Planalytics : Cake : Strong Buy,72323
Planalytics : Camping Accessories,71700
Planalytics : Camping Accessories : Buy,71708
Planalytics : Camping Accessories : Strong Buy,71716
Planalytics : Candy,72307
Planalytics : Candy : Buy,72347
Planalytics : Candy : Strong Buy,72339
Planalytics : Canned Chili,72555
Planalytics : Canned Chili : Buy,72571
Planalytics : Canned Chili : Strong Buy,72563
Planalytics : Canned Diced Tomatoes,72917
Planalytics : Canned Diced Tomatoes : Buy,72933
Planalytics : Canned Diced Tomatoes : Strong Buy,72925
Planalytics : Canned Pureed Crushed Tomatoes,76291
Planalytics : Canned Pureed Crushed Tomatoes : Buy,76339
Planalytics : Canned Pureed Crushed Tomatoes : Strong Buy,76347
Planalytics : Canned Whole Tomatoes,76283
Planalytics : Canned Whole Tomatoes : Buy,76331
Planalytics : Canned Whole Tomatoes : Strong Buy,76315
Planalytics : Cannellini Beans,72331
Planalytics : Cannellini Beans : Buy,72371
Planalytics : Cannellini Beans : Strong Buy,72363
Planalytics : Capris,72360
Planalytics : Capris : Buy,72387
Planalytics : Capris : Strong Buy,72379
Planalytics : Car Batteries,72395
Planalytics : Car Batteries : Buy,72408
Planalytics : Car Batteries : Strong Buy,72411
Planalytics : Charcoal,72419
Planalytics : Charcoal : Buy,72435
Planalytics : Charcoal : Strong Buy,72427
Planalytics : Chewing Tobacco,72443
Planalytics : Chewing Tobacco : Buy,72459
Planalytics : Chewing Tobacco : Strong Buy,72451
Planalytics : Chickpea_Garbanzos,72467
Planalytics : Chickpea_Garbanzos : Buy,72483
Planalytics : Chickpea_Garbanzos : Strong Buy,72475
Planalytics : Chocolate Candy,72579
Planalytics : Chocolate Candy : Buy,72595
Planalytics : Chocolate Candy : Strong Buy,72587
Planalytics : Cinnamon & Other Sweet Rolls,72603
Planalytics : Cinnamon & Other Sweet Rolls : Buy,72620
Planalytics : Cinnamon & Other Sweet Rolls : Strong Buy,72611
Planalytics : Coconut Water,72627
Planalytics : Coconut Water : Buy,72643
Planalytics : Coconut Water : Strong Buy,72635
Planalytics : Conditioner,72675
Planalytics : Conditioner : Buy,72691
Planalytics : Conditioner : Strong Buy,72683
Planalytics : Convenience Stores Cookies,72773
Planalytics : Convenience Stores Cookies : Buy,72789
Planalytics : Convenience Stores Cookies : Strong Buy,72781
Planalytics : Convenience Stores Traffic,72699
Planalytics : Convenience Stores Traffic : Buy,72707
Planalytics : Convenience Stores Traffic : Strong Buy,72715
Planalytics : Cookware,72797
Planalytics : Cookware : Buy,72813
Planalytics : Cookware : Strong Buy,72805
Planalytics : Crackers,72845
Planalytics : Crackers : Buy,72853
Planalytics : Crackers : Strong Buy,72861
Planalytics : Dehumidifiers,73740
Planalytics : Dehumidifiers : Strong Buy,73746
Planalytics : Deicer,72869
Planalytics : Deicer : Buy,72885
Planalytics : Deicer : Strong Buy,72877
Planalytics : Deodorant,72893
Planalytics : Deodorant : Buy,72909
Planalytics : Deodorant : Strong Buy,72901
Planalytics : Disposable Dishware,72941
Planalytics : Disposable Dishware : Buy,72958
Planalytics : Disposable Dishware : Strong Buy,72950
Planalytics : Dog Food,72966
Planalytics : Dog Food : Buy,72982
Planalytics : Dog Food : Strong Buy,72974
Planalytics : Doughnuts,73036
Planalytics : Doughnuts : Buy,73057
Planalytics : Doughnuts : Strong Buy,73048
Planalytics : Drug Stores Baby Care,73065
Planalytics : Drug Stores Baby Care : Buy,73088
Planalytics : Drug Stores Baby Care : Strong Buy,73073
Planalytics : Drug Stores Traffic,76299
Planalytics : Drug Stores Traffic : Buy,76323
Planalytics : Drug Stores Traffic : Strong Buy,76307
Planalytics : Dry Pasta,73081
Planalytics : Dry Pasta : Buy,73113
Planalytics : Dry Pasta : Strong Buy,73105
Planalytics : Eggs,73097
Planalytics : Eggs : Buy,73129
Planalytics : Eggs : Strong Buy,73121
Planalytics : Electric Blankets,73137
Planalytics : Electric Blankets : Buy,73153
Planalytics : Electric Blankets : Strong Buy,73145
Planalytics : Electricity,76363
Planalytics : Electricity : Buy,76387
Planalytics : Electricity : Strong Buy,76371
Planalytics : EnergyDrinks,76355
Planalytics : EnergyDrinks : Buy,76395
Planalytics : EnergyDrinks : Strong Buy,76379
Planalytics : Facial Tissue,73161
Planalytics : Facial Tissue : Buy,73177
Planalytics : Facial Tissue : Strong Buy,73169
Planalytics : Fans,73196
Planalytics : Fans : Buy,73212
Planalytics : Fans : Strong Buy,73204
Planalytics : Fans & Ceiling Fans,76813
Planalytics : Fans & Ceiling Fans : Buy,76820
Planalytics : Fans & Ceiling Fans : Strong Buy,76828
Planalytics : Fashion Apparel Traffic,73246
Planalytics : Fashion Apparel Traffic : Buy,73275
Planalytics : Fashion Apparel Traffic : Strong Buy,73255
Planalytics : Fertilizer,73285
Planalytics : Fertilizer : Buy,73302
Planalytics : Fertilizer : Strong Buy,73294
Planalytics : Firelogs & Wood Chips,73310
Planalytics : Firelogs & Wood Chips : Buy,73318
Planalytics : Firelogs & Wood Chips : Strong Buy,73326
Planalytics : Firewood,73334
Planalytics : Firewood : Buy,73342
Planalytics : Firewood : Strong Buy,73350
Planalytics : First Aid,73358
Planalytics : First Aid : Buy,73374
Planalytics : First Aid : Strong Buy,73366
"Planalytics : Fishing Rods, Tools, & Accessories",73382
"Planalytics : Fishing Rods, Tools, & Accessories : Buy",73398
"Planalytics : Fishing Rods, Tools, & Accessories : Strong Buy",73390
Planalytics : Flashlights,73406
Planalytics : Flashlights : Buy,73422
Planalytics : Flashlights : Strong Buy,73414
Planalytics : Flavored Sparkling Water,73429
Planalytics : Flavored Sparkling Water : Buy,73441
Planalytics : Flavored Sparkling Water : Strong Buy,73435
Planalytics : Flea & Tick Control,73448
Planalytics : Flea & Tick Control : Buy,73457
Planalytics : Flea & Tick Control : Strong Buy,73465
Planalytics : Fleece Apparel,73722
Planalytics : Fleece Apparel : Buy,73734
Planalytics : Fleece Apparel : Strong Buy,73728
Planalytics : Floor Care,73473
Planalytics : Floor Care : Buy,73481
Planalytics : Floor Care : Strong Buy,73489
Planalytics : Flying Insect Pest Control,73497
Planalytics : Flying Insect Pest Control : Buy,73505
Planalytics : Flying Insect Pest Control : Strong Buy,73513
Planalytics : Frankfurters,73545
Planalytics : Frankfurters : Buy,73553
Planalytics : Frankfurters : Strong Buy,73561
Planalytics : Fresh Cut Meat,73570
Planalytics : Fresh Cut Meat : Buy,73578
Planalytics : Fresh Cut Meat : Strong Buy,73586
Planalytics : Fungicide,73594
Planalytics : Fungicide : Buy,73610
Planalytics : Fungicide : Strong Buy,73618
Planalytics : Glass Cleaners,73602
Planalytics : Glass Cleaners : Buy,73626
Planalytics : Glass Cleaners : Strong Buy,73634
Planalytics : GrassSeed,73642
Planalytics : GrassSeed : Buy,73650
Planalytics : GrassSeed : Strong Buy,73658
Planalytics : Great Northern Beans,73666
Planalytics : Great Northern Beans : Buy,73684
Planalytics : Great Northern Beans : Strong Buy,73676
Planalytics : Grilling & Propane Accessories,73692
Planalytics : Grilling & Propane Accessories : Buy,73709
Planalytics : Grilling & Propane Accessories : Strong Buy,73701
Planalytics : Grocery Stores Dairy,73716
Planalytics : Grocery Stores Dairy : Buy,73758
Planalytics : Grocery Stores Dairy : Strong Buy,73752
Planalytics : Grocery Stores Deli,76411
Planalytics : Grocery Stores Deli : Buy,76515
Planalytics : Grocery Stores Deli : Strong Buy,76435
Planalytics : Grocery Stores Food & Beverage,73521
Planalytics : Grocery Stores Food & Beverage : Buy,73529
Planalytics : Grocery Stores Food & Beverage : Strong Buy,73537
Planalytics : Grocery Stores Frozen Food,76403
Planalytics : Grocery Stores Frozen Food : Buy,76419
Planalytics : Grocery Stores Frozen Food : Strong Buy,76427
Planalytics : Grocery Stores Traffic,76443
Planalytics : Grocery Stores Traffic : Buy,76451
Planalytics : Grocery Stores Traffic : Strong Buy,76459
Planalytics : Ham,73765
Planalytics : Ham : Buy,73782
Planalytics : Ham : Strong Buy,73773
Planalytics : Hand & Body Lotion,73789
Planalytics : Hand & Body Lotion : Buy,73805
Planalytics : Hand & Body Lotion : Strong Buy,73797
Planalytics : Heaters,73837
Planalytics : Heaters : Buy,73845
Planalytics : Heaters : Strong Buy,73853
Planalytics : Home Air Fresheners,73861
Planalytics : Home Air Fresheners : Buy,73877
Planalytics : Home Air Fresheners : Strong Buy,73869
Planalytics : Home Centers Traffic,73884
Planalytics : Home Centers Traffic : Buy,73896
Planalytics : Home Centers Traffic : Strong Buy,73890
Planalytics : Hot Cereal,73903
Planalytics : Hot Cereal : Buy,73919
Planalytics : Hot Cereal : Strong Buy,73911
Planalytics : Hot Cider,73927
Planalytics : Hot Cider : Buy,73935
Planalytics : Hot Cider : Strong Buy,73943
Planalytics : Hot Cocoa,73951
Planalytics : Hot Cocoa : Buy,73967
Planalytics : Hot Cocoa : Strong Buy,73959
Planalytics : Hot Coffee,73975
Planalytics : Hot Coffee : Buy,73991
Planalytics : Hot Coffee : Strong Buy,73983
Planalytics : Ice,73999
Planalytics : Ice : Buy,74015
Planalytics : Ice : Strong Buy,74007
Planalytics : Ice Cream,74022
Planalytics : Ice Cream : Buy,74034
Planalytics : Ice Cream : Strong Buy,74028
Planalytics : Ice Melting Products,74042
Planalytics : Ice Melting Products : Buy,74059
Planalytics : Ice Melting Products : Strong Buy,74050
Planalytics : Iced Tea,74066
Planalytics : Iced Tea : Buy,74083
Planalytics : Iced Tea : Strong Buy,74075
Planalytics : Insect Repellent - Personal,75296
Planalytics : Insect Repellent - Personal : Buy,75304
Planalytics : Insect Repellent - Personal : Strong Buy,75312
Planalytics : Insecticide,74091
Planalytics : Insecticide : Buy,74107
Planalytics : Insecticide : Strong Buy,74099
Planalytics : Irrigation Products,74256
Planalytics : Irrigation Products : Buy,74272
Planalytics : Irrigation Products : Strong Buy,74264
Planalytics : Juice,74280
Planalytics : Juice : Buy,74288
Planalytics : Juice : Strong Buy,74296
Planalytics : Ketchup,74304
Planalytics : Ketchup : Buy,74321
Planalytics : Ketchup : Strong Buy,74312
Planalytics : Kidney Beans,74328
Planalytics : Kidney Beans : Buy,74350
Planalytics : Kidney Beans : Strong Buy,74336
Planalytics : Latino Sweet Goods,74363
Planalytics : Latino Sweet Goods : Buy,74384
Planalytics : Latino Sweet Goods : Strong Buy,74371
Planalytics : Lawn & Garden Products,74378
Planalytics : Lawn & Garden Products : Buy,74400
Planalytics : Lawn & Garden Products : Strong Buy,74394
Planalytics : Lawn Fertilizer,74407
Planalytics : Lawn Fertilizer : Buy,74423
Planalytics : Lawn Fertilizer : Strong Buy,74415
Planalytics : Lawn Mowers,76467
Planalytics : Lawn Mowers : Buy,76507
Planalytics : Lawn Mowers : Strong Buy,76475
Planalytics : Lettuce Salad Starters,74432
Planalytics : Lettuce Salad Starters : Buy,74449
Planalytics : Lettuce Salad Starters : Strong Buy,74441
Planalytics : Lightbulbs,74458
Planalytics : Lightbulbs : Buy,74474
Planalytics : Lightbulbs : Strong Buy,74466
Planalytics : Lip Balm,74482
Planalytics : Lip Balm : Buy,74498
Planalytics : Lip Balm : Strong Buy,74490
Planalytics : Liquid Teas,74506
Planalytics : Liquid Teas : Buy,74522
Planalytics : Liquid Teas : Strong Buy,74514
Planalytics : Lunchmeat,74530
Planalytics : Lunchmeat : Buy,74538
Planalytics : Lunchmeat : Strong Buy,74546
Planalytics : Mass Merchant Stores Alcohol,74554
Planalytics : Mass Merchant Stores Alcohol : Buy,74571
Planalytics : Mass Merchant Stores Alcohol : Strong Buy,74563
Planalytics : Mass Merchant Stores Bakery,76483
Planalytics : Mass Merchant Stores Bakery : Buy,76499
Planalytics : Mass Merchant Stores Bakery : Strong Buy,76491
Planalytics : Mass Merchant Stores Health & Beauty,72033
Planalytics : Mass Merchant Stores Health & Beauty : Buy,72049
Planalytics : Mass Merchant Stores Health & Beauty : Strong Buy,72041
Planalytics : Mass Merchant Stores Health Care,73813
Planalytics : Mass Merchant Stores Health Care : Buy,73829
Planalytics : Mass Merchant Stores Health Care : Strong Buy,73821
Planalytics : Mass Merchant Stores Pet Care,76547
Planalytics : Mass Merchant Stores Pet Care : Buy,76603
Planalytics : Mass Merchant Stores Pet Care : Strong Buy,76611
Planalytics : Mass Merchant Stores Produce,76539
Planalytics : Mass Merchant Stores Produce : Buy,76595
Planalytics : Mass Merchant Stores Produce : Strong Buy,76587
Planalytics : Mass Merchant Stores Tobacco & Tobacco Alternatives,76523
Planalytics : Mass Merchant Stores Tobacco & Tobacco Alternatives : Buy,76579
Planalytics : Mass Merchant Stores Tobacco & Tobacco Alternatives : Strong Buy,76571
Planalytics : Mass Merchant Stores Traffic,76531
Planalytics : Mass Merchant Stores Traffic : Buy,76563
Planalytics : Mass Merchant Stores Traffic : Strong Buy,76555
Planalytics : Mosquito Pest Control,74580
Planalytics : Mosquito Pest Control : Buy,74588
Planalytics : Mosquito Pest Control : Strong Buy,74596
Planalytics : Mulch,74612
Planalytics : Mulch : Buy,74620
Planalytics : Mulch : Strong Buy,75019
Planalytics : Multipurpose Cleaners,74628
Planalytics : Multipurpose Cleaners : Buy,74637
Planalytics : Multipurpose Cleaners : Strong Buy,74646
Planalytics : Nuts,74654
Planalytics : Nuts : Buy,74671
Planalytics : Nuts : Strong Buy,74662
Planalytics : OTC Allergy Medication,71822
Planalytics : OTC Allergy Medication : Buy,71834
Planalytics : OTC Allergy Medication : Strong Buy,71828
Planalytics : OTC Cold & Flu Remedies,72651
Planalytics : OTC Cold & Flu Remedies : Buy,72667
Planalytics : OTC Cold & Flu Remedies : Strong Buy,72659
Planalytics : OTC Cough & Cold Remedies,72821
Planalytics : OTC Cough & Cold Remedies : Buy,72837
Planalytics : OTC Cough & Cold Remedies : Strong Buy,72829
Planalytics : OTC Nasal Remedies,74679
Planalytics : OTC Nasal Remedies : Buy,74687
Planalytics : OTC Nasal Remedies : Strong Buy,74695
Planalytics : OTC Respiratory Aids,74703
Planalytics : OTC Respiratory Aids : Buy,74720
Planalytics : OTC Respiratory Aids : Strong Buy,74711
Planalytics : OTC Sinus Remedies,74728
Planalytics : OTC Sinus Remedies : Buy,74744
Planalytics : OTC Sinus Remedies : Strong Buy,74736
Planalytics : OTC Sore Throat Remedies,74752
Planalytics : OTC Sore Throat Remedies : Buy,74760
Planalytics : OTC Sore Throat Remedies : Strong Buy,74768
Planalytics : Other Sweet Snacks,74776
Planalytics : Other Sweet Snacks : Buy,74800
Planalytics : Other Sweet Snacks : Strong Buy,74784
Planalytics : Outdoor Cleaners,74792
Planalytics : Outdoor Cleaners : Buy,74808
Planalytics : Outdoor Cleaners : Strong Buy,74816
Planalytics : Outdoor Pest Control Products,74825
Planalytics : Outdoor Pest Control Products : Buy,74833
Planalytics : Outdoor Pest Control Products : Strong Buy,74841
Planalytics : Outerwear,74849
Planalytics : Outerwear : Buy,74865
Planalytics : Outerwear : Strong Buy,74857
Planalytics : Packaged Ice,74873
Planalytics : Packaged Ice : Buy,74889
Planalytics : Packaged Ice : Strong Buy,74881
Planalytics : Packaged Tea Combination Packs,74897
Planalytics : Packaged Tea Combination Packs : Buy,74905
Planalytics : Packaged Tea Combination Packs : Strong Buy,74913
Planalytics : Pain Relief,74921
Planalytics : Pain Relief : Buy,74937
Planalytics : Pain Relief : Strong Buy,74929
Planalytics : Personal Care,74945
Planalytics : Personal Care : Buy,74962
Planalytics : Personal Care : Strong Buy,74954
